Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       8/16          std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [182]
                0.00    0.00       8/737305      std::_Select1st<std::pair<unsigned int const, int> >::operator()(std::pair<unsigned int const, int> const&) const [85]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<yfs_client::dir*>(yfs_client::dir*, yfs_client::dir*) [75]
[74]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<yfs_client::dir*>(yfs_client::dir*, yfs_client::dir*) [74]
                0.00    0.00       1/1           void std::_Destroy<yfs_client::dir>(yfs_client::dir*) [77]
                0.00    0.00       1/2           yfs_client::dir* std::__addressof<yfs_client::dir>(yfs_client::dir&) [217]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<yfs_client::dir*, yfs_client::dir>(yfs_client::dir*, yfs_client::dir*, std::allocator<yfs_client::dir>&) [76]
[75]     0.0    0.00    0.00       2         void std::_Destroy<yfs_client::dir*>(yfs_client::dir*, yfs_client::dir*) [75]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<yfs_client::dir*>(yfs_client::dir*, yfs_client::dir*) [74]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<yfs_client::dir, std::allocator<yfs_client::dir> >::_M_insert_aux(__gnu_cxx::__normal_iterator<yfs_client::dir*, std::vector<yfs_client::dir, std::allocator<yfs_client::dir> > >, yfs_client::dir const&) [56]
[76]     0.0    0.00    0.00       2         void std::_Destroy<yfs_client::dir*, yfs_client::dir>(yfs_client::dir*, yfs_client::dir*, std::allocator<yfs_client::dir>&) [76]
                0.00    0.00       2/2           void std::_Destroy<yfs_client::dir*>(yfs_client::dir*, yfs_client::dir*) [75]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<yfs_client::dir*>(yfs_client::dir*, yfs_client::dir*) [74]
[77]     0.0    0.00    0.00       1         void std::_Destroy<yfs_client::dir>(yfs_client::dir*) [77]
                0.00    0.00       1/3           yfs_client::dir::~dir() [67]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned int const, int> >, std::pair<unsigned int const, int> const&) [66]
[78]     0.0    0.00    0.00       1         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique(std::pair<unsigned int const, int> const&) [78]
                0.00    0.00       1/9           std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned int const, int> const&) [73]
                0.00    0.00       1/221185      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_begin() [102]
                0.00    0.00       1/221203      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_end() [100]
                0.00    0.00       1/442379      std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned int const, int> >*) [89]
                0.00    0.00       1/1           std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::begin() [246]
                0.00    0.00       1/221185      std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned int const, int> > const&) const [101]
                0.00    0.00       1/1           std::pair<std::_Rb_tree_iterator<std::pair<unsigned int const, int> >, bool>::pair(std::_Rb_tree_iterator<std::pair<unsigned int const, int> > const&, bool const&) [242]
-----------------------------------------------
                0.00    0.00       8/737305      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned int const, int> >, std::pair<unsigned int const, int> const&) [66]
                0.00    0.00       8/737305      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned int const, int> const&) [73]
                0.00    0.00      16/737305      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [182]
                0.00    0.00  737273/737305      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, int> > const*) [86]
[85]     0.0    0.00    0.00  737305         std::_Select1st<std::pair<unsigned int const, int> >::operator()(std::pair<unsigned int const, int> const&) const [85]
-----------------------------------------------
                0.00    0.00  737273/737273      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, int> >*, std::_Rb_tree_node<std::pair<unsigned int const, int> >*, unsigned int const&) [41]
[86]     0.0    0.00    0.00  737273         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, int> > const*) [86]
                0.00    0.00  737273/737273      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned int const, int> > const*) [87]
                0.00    0.00  737273/737305      std::_Select1st<std::pair<unsigned int const, int> >::operator()(std::pair<unsigned int const, int> const&) const [85]
-----------------------------------------------
                0.00    0.00  737273/737273      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, int> > const*) [86]
[87]     0.0    0.00    0.00  737273         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned int const, int> > const*) [87]
-----------------------------------------------
                0.00    0.00       3/442380      yfs_client::mkdir(unsigned long long, char const*, unsigned int, unsigned long long&) [54]
                0.00    0.00   61440/442380      yfs_client::create(unsigned long long, char const*, unsigned int, unsigned long long&) [11]
                0.00    0.00   61440/442380      yfs_client::unlink(unsigned long long, char const*) [4]
                0.00    0.00  122885/442380      yfs_client::getdir(unsigned long long, yfs_client::dirinfo&) [163]
                0.00    0.00  196612/442380      yfs_client::readdir(unsigned long long, std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >&) [3]
[88]     0.0    0.00    0.00  442380         std::vector<yfs_client::dir, std::allocator<yfs_client::dir> >::operator[](unsigned long) [88]
-----------------------------------------------
                0.00    0.00       1/442379      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique(std::pair<unsigned int const, int> const&) [78]
                0.00    0.00       1/442379      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::begin() [246]
                0.00    0.00       9/442379      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned int const, int> const&) [73]
                0.00    0.00  221184/442379      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::end() [103]
                0.00    0.00  221184/442379      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, int> >*, std::_Rb_tree_node<std::pair<unsigned int const, int> >*, unsigned int const&) [41]
[89]     0.0    0.00    0.00  442379         std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned int const, int> >*) [89]
-----------------------------------------------
                0.00    0.00  368648/368648      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, int> >*, std::_Rb_tree_node<std::pair<unsigned int const, int> >*, unsigned int const&) [41]
[90]     0.0    0.00    0.00  368648         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_right(std::_Rb_tree_node_base*) [90]
-----------------------------------------------
                0.00    0.00  368625/368625      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, int> >*, std::_Rb_tree_node<std::pair<unsigned int const, int> >*, unsigned int const&) [41]
[91]     0.0    0.00    0.00  368625         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_left(std::_Rb_tree_node_base*) [91]
-----------------------------------------------
                0.00    0.00   49154/344072      inode_manager::put_inode(unsigned int, inode*) [152]
                0.00    0.00  294918/344072      inode_manager::get_inode(unsigned int) [96]
[92]     0.0    0.00    0.00  344072         block_manager::read_block(unsigned int, char*) [92]
                0.00    0.00  344072/344072      disk::read_block(unsigned int, char*) [93]
-----------------------------------------------
                0.00    0.00  344072/344072      block_manager::read_block(unsigned int, char*) [92]
[93]     0.0    0.00    0.00  344072         disk::read_block(unsigned int, char*) [93]
-----------------------------------------------
                0.00    0.00   12288/331787      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_upper_bound(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::string const&) [180]
                0.00    0.00   12289/331787      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_insert_unique(std::pair<std::string const, unsigned long long> const&) [25]
                0.00    0.00   12289/331787      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, unsigned long long> const&) [24]
                0.00    0.00   24577/331787      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::begin() [164]
                0.00    0.00   86018/331787      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::string const&) [134]
                0.00    0.00  184326/331787      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::end() [107]
[94]     0.0    0.00    0.00  331787         std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [94]
-----------------------------------------------
                0.00    0.00       1/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_Rb_tree(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [60]
                0.00    0.00   12288/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::equal_range(std::string const&) [49]
                0.00    0.00   12289/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_insert_unique(std::pair<std::string const, unsigned long long> const&) [25]
                0.00    0.00   12289/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, unsigned long long> const&) [24]
                0.00    0.00   49152/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::operator=(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [8]
                0.00    0.00   73730/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::find(std::string const&) [139]
                0.00    0.00  172036/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::clear() [35]
[95]     0.0    0.00    0.00  331785         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_end() [95]
-----------------------------------------------
                0.00    0.00   12288/294918      inode_manager::free_inode(unsigned int) [177]
                0.00    0.00   12288/294918      inode_manager::read_file(unsigned int, char**, int*) [178]
                0.00    0.00   12288/294918      inode_manager::write_file(unsigned int, char const*, int) [20]
                0.00    0.00   12288/294918      inode_manager::remove_file(unsigned int) [21]
                0.00    0.00  245766/294918      inode_manager::getattr(unsigned int, extent_protocol::attr&) [30]
[96]     0.0    0.00    0.00  294918         inode_manager::get_inode(unsigned int) [96]
                0.00    0.00  294918/344072      block_manager::read_block(unsigned int, char*) [92]
-----------------------------------------------
                0.00    0.00   12288/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::equal_range(std::string const&) [49]
                0.00    0.00   12289/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_insert_unique(std::pair<std::string const, unsigned long long> const&) [25]
                0.00    0.00   73730/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::find(std::string const&) [139]
                0.00    0.00   86018/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::clear() [35]
                0.00    0.00   86021/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::~_Rb_tree() [44]
[97]     0.0    0.00    0.00  270346         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_begin() [97]
-----------------------------------------------
                0.00    0.00       1/245774      yfs_client::mkdir(unsigned long long, char const*, unsigned int, unsigned long long&) [54]
                0.00    0.00       8/245774      std::vector<yfs_client::dir, std::allocator<yfs_client::dir> >::_M_check_len(unsigned long, char const*) const [212]
                0.00    0.00   24576/245774      yfs_client::create(unsigned long long, char const*, unsigned int, unsigned long long&) [11]
                0.00    0.00   24576/245774      yfs_client::unlink(unsigned long long, char const*) [4]
                0.00    0.00   73731/245774      yfs_client::getdir(unsigned long long, yfs_client::dirinfo&) [163]
                0.00    0.00  122882/245774      yfs_client::readdir(unsigned long long, std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >&) [3]
[98]     0.0    0.00    0.00  245774         std::vector<yfs_client::dir, std::allocator<yfs_client::dir> >::size() const [98]
-----------------------------------------------
                0.00    0.00       3/233477      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_Rb_tree(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [60]
                0.00    0.00   86018/233477      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::clear() [35]
                0.00    0.00  147456/233477      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::operator=(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [8]
[99]     0.0    0.00    0.00  233477         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_root() [99]
-----------------------------------------------
                0.00    0.00       1/221203      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique(std::pair<unsigned int const, int> const&) [78]
                0.00    0.00       9/221203      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned int const, int> >, std::pair<unsigned int const, int> const&) [66]
                0.00    0.00       9/221203      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned int const, int> const&) [73]
                0.00    0.00  221184/221203      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [40]
[100]    0.0    0.00    0.00  221203         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_end() [100]
-----------------------------------------------
                0.00    0.00       1/221185      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique(std::pair<unsigned int const, int> const&) [78]
                0.00    0.00  221184/221185      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::operator[](unsigned int const&) [2]
[101]    0.0    0.00    0.00  221185         std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned int const, int> > const&) const [101]
-----------------------------------------------
                0.00    0.00       1/221185      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_insert_unique(std::pair<unsigned int const, int> const&) [78]
                0.00    0.00  221184/221185      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [40]
[102]    0.0    0.00    0.00  221185         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_begin() [102]
-----------------------------------------------
                0.00    0.00  221184/221184      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::end() [31]
[103]    0.0    0.00    0.00  221184         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::end() [103]
                0.00    0.00  221184/442379      std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned int const, int> >*) [89]
-----------------------------------------------
                0.00    0.00  221175/221175      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::operator[](unsigned int const&) [2]
[104]    0.0    0.00    0.00  221175         std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::key_comp() const [104]
                0.00    0.00  221175/221175      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::key_comp() const [105]
-----------------------------------------------
                0.00    0.00  221175/221175      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::key_comp() const [104]
[105]    0.0    0.00    0.00  221175         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::key_comp() const [105]
-----------------------------------------------
                0.00    0.00   98304/208896      inode_manager::write_file(unsigned int, char const*, int) [20]
                0.00    0.00  110592/208896      inode_manager::remove_file(unsigned int) [21]
[106]    0.0    0.00    0.00  208896         inode_manager::get_nth_blockid(inode*, unsigned int) [106]
-----------------------------------------------
                0.00    0.00   12288/184326      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >) [50]
                0.00    0.00   73730/184326      std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::end() [136]
                0.00    0.00   98308/184326      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::find(std::string const&) [139]
[107]    0.0    0.00    0.00  184326         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::end() [107]
                0.00    0.00  184326/331787      std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [94]
-----------------------------------------------
                0.00    0.00   49152/172035      std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >::operator->() const [159]
                0.00    0.00   61441/172035      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [151]
                0.00    0.00   61442/172035      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_create_node(std::pair<std::string const, unsigned long long> const&) [33]
[108]    0.0    0.00    0.00  172035         std::pair<std::string const, unsigned long long>* std::__addressof<std::pair<std::string const, unsigned long long> >(std::pair<std::string const, unsigned long long>&) [108]
-----------------------------------------------
                0.00    0.00   49154/147458      inode_manager::put_inode(unsigned int, inode*) [152]
                0.00    0.00   98304/147458      inode_manager::write_file(unsigned int, char const*, int) [20]
[109]    0.0    0.00    0.00  147458         block_manager::write_block(unsigned int, char const*) [109]
                0.00    0.00  147458/147458      disk::write_block(unsigned int, char const*) [110]
-----------------------------------------------
                0.00    0.00  147458/147458      block_manager::write_block(unsigned int, char const*) [109]
[110]    0.0    0.00    0.00  147458         disk::write_block(unsigned int, char const*) [110]
-----------------------------------------------
                0.00    0.00   31733/142325      block_manager::block_manager() [229]
                0.00    0.00  110592/142325      block_manager::free_block(unsigned int) [12]
[111]    0.0    0.00    0.00  142325         block_manager::freeNode::freeNode(unsigned int) [111]
-----------------------------------------------
