Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[27]    11.1    0.01    0.00  442359         std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::operator*() const [27]
-----------------------------------------------
                0.00    0.00   24576/245766      yfs_client::getfile(unsigned long long, yfs_client::fileinfo&) [53]
                0.00    0.00   24577/245766      yfs_client::isdir(unsigned long long) [52]
                0.00    0.00   49153/245766      yfs_client::isfile(unsigned long long) [48]
                0.00    0.00   73730/245766      yfs_client::lookup(unsigned long long, char const*, bool&, unsigned long long&) [1]
                0.00    0.00   73730/245766      yfs_client::readdir(unsigned long long, std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >&) [3]
[28]    11.1    0.00    0.01  245766         extent_client::getattr(unsigned long long, extent_protocol::attr&) [28]
                0.00    0.01  245766/245766      extent_server::getattr(unsigned long long, extent_protocol::attr&) [29]
-----------------------------------------------
                0.00    0.01  245766/245766      extent_client::getattr(unsigned long long, extent_protocol::attr&) [28]
[29]    11.1    0.00    0.01  245766         extent_server::getattr(unsigned long long, extent_protocol::attr&) [29]
                0.01    0.00  245766/245766      inode_manager::getattr(unsigned int, extent_protocol::attr&) [30]
-----------------------------------------------
                0.01    0.00  245766/245766      extent_server::getattr(unsigned long long, extent_protocol::attr&) [29]
[30]    11.1    0.01    0.00  245766         inode_manager::getattr(unsigned int, extent_protocol::attr&) [30]
                0.00    0.00  245766/294918      inode_manager::get_inode(unsigned int) [96]
-----------------------------------------------
                0.01    0.00  221184/221184      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::operator[](unsigned int const&) [2]
[31]    11.1    0.01    0.00  221184         std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::end() [31]
                0.00    0.00  221184/221184      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::end() [103]
-----------------------------------------------
                0.00    0.00   12288/73729       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::equal_range(std::string const&) [49]
                0.01    0.00   61441/73729       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [36]
[32]    11.1    0.01    0.00   73729         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_right(std::_Rb_tree_node_base*) [32]
-----------------------------------------------
                0.00    0.00   12289/61442       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, unsigned long long> const&) [24]
                0.01    0.00   49153/61442       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_clone_node(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> > const*) [37]
[33]    11.1    0.01    0.00   61442         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_create_node(std::pair<std::string const, unsigned long long> const&) [33]
                0.00    0.00   61442/61442       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_get_node() [147]
                0.00    0.00   61442/172035      std::pair<std::string const, unsigned long long>* std::__addressof<std::pair<std::string const, unsigned long long> >(std::pair<std::string const, unsigned long long>&) [108]
                0.00    0.00   61442/122883      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::get_allocator() const [117]
                0.00    0.00   61442/61442       __gnu_cxx::new_allocator<std::pair<std::string const, unsigned long long> >::construct(std::pair<std::string const, unsigned long long>*, std::pair<std::string const, unsigned long long> const&) [144]
                0.00    0.00   61442/122883      std::allocator<std::pair<std::string const, unsigned long long> >::~allocator() [119]
-----------------------------------------------
                                                 <spontaneous>
[34]    11.1    0.01    0.00                 fuseserver_mknod(fuse_req*, unsigned long, char const*, unsigned int, unsigned long) [34]
-----------------------------------------------
                0.00    0.00   12288/86018       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >) [50]
                0.00    0.00   73730/86018       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::operator=(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [8]
[35]    10.2    0.01    0.00   86018         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::clear() [35]
                0.00    0.00   86018/172039      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [36]
                0.00    0.00  172036/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_end() [95]
                0.00    0.00   86018/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_begin() [97]
                0.00    0.00   86018/135171      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_leftmost() [112]
                0.00    0.00   86018/233477      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_root() [99]
                0.00    0.00   86018/135171      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_rightmost() [113]
-----------------------------------------------
                               61441             std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [36]
                0.00    0.00   86018/172039      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::clear() [35]
                0.00    0.00   86021/172039      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::~_Rb_tree() [44]
[36]     9.3    0.00    0.01  172039+61441   std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [36]
                0.01    0.00   61441/73729       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_right(std::_Rb_tree_node_base*) [32]
                0.00    0.00   61441/122881      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_left(std::_Rb_tree_node_base*) [120]
                0.00    0.00   61441/61441       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [151]
                               61441             std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [36]
-----------------------------------------------
                0.00    0.01   49153/49153       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_copy(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> > const*, std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [38]
[37]     8.9    0.00    0.01   49153         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_clone_node(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> > const*) [37]
                0.01    0.00   49153/61442       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_create_node(std::pair<std::string const, unsigned long long> const&) [33]
-----------------------------------------------
                0.00    0.00       1/49153       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_Rb_tree(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [60]
                0.00    0.01   49152/49153       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::operator=(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [8]
[38]     8.9    0.00    0.01   49153         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_copy(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> > const*, std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [38]
                0.00    0.01   49153/49153       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_clone_node(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> > const*) [37]
                0.00    0.00   49153/49153       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_left(std::_Rb_tree_node_base const*) [158]
-----------------------------------------------
                0.00    0.01  221184/221184      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::operator[](unsigned int const&) [2]
[39]     8.5    0.00    0.01  221184         std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [39]
                0.00    0.01  221184/221184      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [40]
-----------------------------------------------
                0.00    0.01  221184/221184      std::map<unsigned int, int, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [39]
[40]     8.5    0.00    0.01  221184         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [40]
                0.00    0.01  221184/221184      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, int> >*, std::_Rb_tree_node<std::pair<unsigned int const, int> >*, unsigned int const&) [41]
                0.00    0.00  221184/221203      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_end() [100]
                0.00    0.00  221184/221185      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_begin() [102]
-----------------------------------------------
                0.00    0.01  221184/221184      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::lower_bound(unsigned int const&) [40]
[41]     8.5    0.00    0.01  221184         std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, int> >*, std::_Rb_tree_node<std::pair<unsigned int const, int> >*, unsigned int const&) [41]
                0.01    0.00  737273/958464      std::less<unsigned int>::operator()(unsigned int const&, unsigned int const&) const [26]
                0.00    0.00  737273/737273      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, int> > const*) [86]
                0.00    0.00  368648/368648      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_right(std::_Rb_tree_node_base*) [90]
                0.00    0.00  368625/368625      std::_Rb_tree<unsigned int, std::pair<unsigned int const, int>, std::_Select1st<std::pair<unsigned int const, int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, int> > >::_S_left(std::_Rb_tree_node_base*) [91]
                0.00    0.00  221184/442379      std::_Rb_tree_iterator<std::pair<unsigned int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned int const, int> >*) [89]
-----------------------------------------------
                0.00    0.00       3/73733       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_Rb_tree(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [60]
                0.01    0.00   73730/73733       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::operator=(std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > > const&) [8]
[42]     5.6    0.01    0.00   73733         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_root() const [42]
-----------------------------------------------
                0.00    0.00       3/86021       yfs_client::dir::~dir() [67]
                0.00    0.00   12288/86021       yfs_client::unlink(unsigned long long, char const*) [4]
                0.00    0.00   73730/86021       yfs_client::lookup(unsigned long long, char const*, bool&, unsigned long long&) [1]
[43]     4.6    0.00    0.00   86021         std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::~map() [43]
                0.00    0.00   86021/86021       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::~_Rb_tree() [44]
-----------------------------------------------
                0.00    0.00   86021/86021       std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::~map() [43]
[44]     4.6    0.00    0.00   86021         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::~_Rb_tree() [44]
                0.00    0.00   86021/172039      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*) [36]
                0.00    0.00   86021/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_begin() [97]
                0.00    0.00   86021/86021       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_Rb_tree_impl<std::less<std::string>, false>::~_Rb_tree_impl() [127]
-----------------------------------------------
                0.00    0.00   12289/49153       fuseserver_createhelper(unsigned long, char const*, unsigned int, fuse_entry_param*, int) [9]
                0.00    0.00   36864/49153       fuseserver_lookup(fuse_req*, unsigned long, char const*) [6]
[45]     4.4    0.00    0.00   49153         getattr(unsigned long long, stat&) [45]
                0.00    0.00   49153/49153       yfs_client::isfile(unsigned long long) [48]
                0.00    0.00   24577/24577       yfs_client::isdir(unsigned long long) [52]
                0.00    0.00   24576/24576       yfs_client::getfile(unsigned long long, yfs_client::fileinfo&) [53]
                0.00    0.00   24577/24577       yfs_client::getdir(unsigned long long, yfs_client::dirinfo&) [163]
-----------------------------------------------
                0.00    0.00   12288/12288       yfs_client::unlink(unsigned long long, char const*) [4]
[46]     3.3    0.00    0.00   12288         std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::string const&) [46]
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::string const&) [47]
-----------------------------------------------
                0.00    0.00   12288/12288       std::map<std::string, unsigned long long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::string const&) [46]
[47]     3.3    0.00    0.00   12288         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::string const&) [47]
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::equal_range(std::string const&) [49]
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >) [51]
                0.00    0.00   24576/24576       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::size() const [166]
-----------------------------------------------
                0.00    0.00   49153/49153       getattr(unsigned long long, stat&) [45]
[48]     2.2    0.00    0.00   49153         yfs_client::isfile(unsigned long long) [48]
                0.00    0.00   49153/245766      extent_client::getattr(unsigned long long, extent_protocol::attr&) [28]
-----------------------------------------------
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::string const&) [47]
[49]     1.9    0.00    0.00   12288         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::equal_range(std::string const&) [49]
                0.00    0.00   12288/73729       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_right(std::_Rb_tree_node_base*) [32]
                0.00    0.00   24576/73728       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> > const*) [140]
                0.00    0.00   24576/122880      std::less<std::string>::operator()(std::string const&, std::string const&) const [122]
                0.00    0.00   12288/270346      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_begin() [97]
                0.00    0.00   12288/331785      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_end() [95]
                0.00    0.00   12288/122881      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_S_left(std::_Rb_tree_node_base*) [120]
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_upper_bound(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::string const&) [180]
                0.00    0.00   12288/86018       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::_Rb_tree_node<std::pair<std::string const, unsigned long long> >*, std::string const&) [134]
                0.00    0.00   12288/12288       std::pair<std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> > >::pair(std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> > const&, std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> > const&) [179]
-----------------------------------------------
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >) [51]
[50]     1.5    0.00    0.00   12288         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >) [50]
                0.00    0.00   12288/86018       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::clear() [35]
                0.00    0.00   24576/49152       std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> > const&) [160]
                0.00    0.00   24576/24576       std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >::operator==(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> > const&) const [165]
                0.00    0.00   12288/24577       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::begin() [164]
                0.00    0.00   12288/184326      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::end() [107]
-----------------------------------------------
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::string const&) [47]
[51]     1.5    0.00    0.00   12288         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::erase(std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> >) [51]
                0.00    0.00   12288/12288       std::_Rb_tree<std::string, std::pair<std::string const, unsigned long long>, std::_Select1st<std::pair<std::string const, unsigned long long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long long> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >, std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >) [50]
                0.00    0.00   24576/49152       std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long long> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::string const, unsigned long long> > const&) [160]
-----------------------------------------------
